OBJECTID,contract_number,contract_description,contract_status,contract_type,contract_subtype,last_modified,original_amount,revised_amount,vendor_id,vendor_name,objectid_1
747,92100166,LICENSES FOR KACE SYSTEMS MANAGEMENT APPLIANCE    ,CLOSED,GS   (GEN SERV),,2020/11/18 00:00:00+00,2732,2732,4657,SOFTWARE HOUSE INTERNATIONAL,746
748,92100239,INSTALL PV SOLAR SYSTEMS OF 5 CITY FACILITIES     ,POSTED,CON  (CONSTUCT/R),,2022/02/09 00:00:00+00,773439.44,352323.44,1188,M B HAYNES CORPORATION,747
749,91900057,REED'S CREEK GREENWAY CONNECTION                  ,CLOSED,PRO  (PRO SERVIC),,2021/03/17 00:00:00+00,34458.6,32640.45,29854,"WITHERSRAVENEL, INC.",748
750,91900158,CODE FOR AMERICA -- STATE OF BLACK ASHEVILLE      ,CLOSED,GS   (GEN SERV),,2019/06/28 00:00:00+00,11000,11000,30380,"CODE FOR AMERICA, CFA",749
751,91300025,DIBOCO FIRE SPRINKLER INSPECTIONS                 ,CLOSED,GS   (GEN SERV),,2014/05/20 00:00:00+00,6620,5030,866,"DIBOCO FIRE SPRINKLERS, INC",750
752,91800420,SUPPLEMENTAL AGRT - NRW ANALYTICS/PROGRAM PH3B    ,CLOSED,PRO  (PRO SERVIC),,2019/03/27 00:00:00+00,89250,89250,4203,CAVANAUGH & ASSOCIATES PA,751
753,91000517,BACKYARD COMPOSTER BINS                           ,CLOSED,GENERAL,,2010/07/14 00:00:00+00,3000,8000,10355,"NORSEMAN ENVIRONMENTAL SALES, LLC.",752
754,91600237,LOCAL LOBBYIST-ISLEY                              ,CLOSED,GS   (GEN SERV),,2018/06/13 00:00:00+00,55246,84000,24005,"BLANCHARD,  MILLER, LEWIS & ISLEY PA",753
755,91000242,"LIFT TICKETS, LESSONS, RENTALS                    ",CLOSED,GS   (GEN SERV),,2010/02/03 00:00:00+00,6540,6540,7428,PHOENIX SKI CORP,754
756,91200053,RENOVATION/REMODEL PAINT OF 3RD FLR TRAINING RM   ,CLOSED,GS   (GEN SERV),,2011/07/13 00:00:00+00,9835,9835,10873,WILLIAM A STEWART SUPERIOR PAINTING INC.,755
757,91300237,RESTORATION OF SCULPTURES                         ,CLOSED,GS   (GEN SERV),,2013/12/23 00:00:00+00,12050,11370,15246,PATRICIA MILLER,756
758,91800131,TRANE SYSTEM FOR NORTH FORK WTP                   ,CLOSED,GS   (GEN SERV),,2018/05/25 00:00:00+00,13983,13983,28417,GENTRY HEATING LLC,757
759,91000367,PORTABLE TOILET SERVICE                           ,CLOSED,GENERAL,,2010/07/23 00:00:00+00,121.28,159.69,3547,GREENE BROS. WELL & PUMP INC.,758
760,91100484,SLUDGE REMOVAL FOR 3 WATER TREATMENT PLANTS       ,CLOSED,GENERAL,,2012/06/29 00:00:00+00,43500,42169.65,8364,"EMA RESOURCES, INC",759
761,92000225,19-20 SPF PARTNERS UNLIMITED                      ,CLOSED,GS   (GEN SERV),,2021/01/25 00:00:00+00,16667,16667,7213,"PARTNERS UNLIMITED,INC,",760
762,91800416,BUILD THE RED PANDA EXHIBIT AT NATURE CENTER      ,CLOSED,CON  (CONSTUCT/R),,2018/06/01 00:00:00+00,169400,0,5260,"B ALLEN CONSTRUCTION, INC.",761
763,91500240,CARDBOARD AND REFUSE COLLECTION MASTER CONTRACT   ,CLOSED,GS   (GEN SERV),,2019/05/30 00:00:00+00,40400,130423.29,11254,WASTE PRO,762
764,91900456,2019 PAVING CONDITION SURVEY                      ,POSTED,PRO  (PRO SERVIC),,2021/08/20 00:00:00+00,89430,89430,20011,"KERCHER ENGINEERING, INC.",763
765,91600257,CONSULTANT                                        ,CLOSED,GS   (GEN SERV),,2016/06/10 00:00:00+00,9000,0,20710,JEANNINE CASSELL,764
766,92000384,STEPHENS-LEE GYM PAINTING                         ,CLOSED,GS   (GEN SERV),,2020/05/14 00:00:00+00,1500,1500,10873,WILLIAM A STEWART SUPERIOR PAINTING INC.,765
767,91900384,ELEVATOR MODERNIZATION RANKIN AND WALL ST GARAGE  ,POSTED,CON  (CONSTUCT/R),,2022/01/03 00:00:00+00,395990,481489,10485,"PATTON CONSTRUCTION GROUP, INC.",766
768,91200069,BELE CHERE TENT RENTAL                            ,CLOSED,RNT  (EQUIP RENT),,2012/06/27 00:00:00+00,11435,9583.5,12092,MID ATLANTIC TENTS AND EVENTS,767
769,91600219,CITY COUNCIL RETREAT CONSULTANT                   ,CLOSED,GS   (GEN SERV),,2016/06/17 00:00:00+00,10532.2,10523.2,23541,A. TYLER ST. CLAIR  ,768
770,92000327,19-20 CDBG MOUNTAIN BIZWORKS OPPORTUNITY ASHEVILLE,CLOSED,HUD (GEN SERV-HUD),CDBG,2021/06/07 00:00:00+00,81213,81213,7947,MOUNTAIN BIZWORKS INC,769
771,91500275,EMERGENCY MITIGATION FLOOD DAMAGE                 ,CLOSED,GS   (GEN SERV),,2015/06/18 00:00:00+00,56811.99,56811.99,4368,FIRST RESTORATION SERVICES,770
772,91400096,DISASTER & ENS REGISTRATION SERVICES              ,CLOSED,GS   (GEN SERV),,2013/08/14 00:00:00+00,6000,6000,2706,UNITED WAY OF ASHEVILLE & BUNC,771
773,91500173,SECURITY CAMERAS AT NORTH FORK WTP                ,CLOSED,GS   (GEN SERV),,2015/06/09 00:00:00+00,12681.85,13206.26,16084,"SAGE SECURITY SOLUTIONS, LLC",772
774,91100272,BC10 STAGE CREW                                   ,CLOSED,GS   (GEN SERV),,2010/07/30 00:00:00+00,570,570,10883,"COX, DANIELLE",773
775,92100173,PROF. SVCS. FOR WATER DIST./STORAGE PROJECTS      ,POSTED,PRO  (PRO SERVIC),MASTER ON CALL,2021/08/20 00:00:00+00,1,1,16675,"HAZEN AND SAWYER, D P.C.",774
776,91900306,ART TRANSIT CENTER STORMWATER REPAIR              ,CLOSED,CON  (CONSTUCT/R),,2020/01/23 00:00:00+00,298431,245767.74,18224,"NHM CONSTRUCTORS, LLC",775
777,91500102,TEMPORARY STAFFING TO SUPPORT THE CAFR PROCESS    ,CLOSED,GS   (GEN SERV),,2015/02/02 00:00:00+00,20000,26916.76,19662,"ROBERT HALF INTERNATIONAL, INC.",776
778,92200278,DIAGNOSTIC AND REPAIR SVCS FOR AFD APPARATUS      ,POSTED,GS   (GEN SERV),,2021/12/22 00:00:00+00,89999,89999,22205,ALLSOURCE ENTERPRISES LLC,777
779,92100474,PORTABLE TOILETS & HANDWASHING STATIONS DOWNTOWN  ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,15000,15000,34326,FUSIONSITE ASHEVILLE,778
780,91000522,12 HOUR TRAFFIC COUNT AT INTERSECTION OF          ,CLOSED,PRO  (PRO SERVIC),,2010/04/27 00:00:00+00,1000,1000,1754,MATTERN & CRAIG,779
781,91500172,STRATEGIC PARTNERSHIP F - ONE YOUTH TIME FY 14-15 ,CLOSED,GENERAL,,2015/08/04 00:00:00+00,4400,4400,1983,ONE YOUTH AT A TIME,780
782,91200155,REPAIR BASKETBALL FLOOR                           ,CLOSED,CON  (CONSTUCT/R),,2011/10/03 00:00:00+00,26138,26138,9174,PRATERS INCORPORATED,781
783,91600336,SOUND MIND CREATIVE GRAPHIC DESIGN CONTRACT       ,CLOSED,GS   (GEN SERV),,2017/06/07 00:00:00+00,1500,3275,16373,JENNIFER GREER FARES,782
784,91900464,FIRE STATION 13 DESIGN CONSTRUCTION COMMISSIONING ,POSTED,PRO  (PRO SERVIC),SUPPLMNTL ON CALL,2021/08/20 00:00:00+00,76700,76700,31891,"MCCRACKEN & LOPEZ , PA",783
785,92000444,SOFTWARE SUPPORT / SCADA SYSTEM                   ,CLOSED,PRO  (PRO SERVIC),,2021/05/20 00:00:00+00,19835.55,18537.9,32198,GENERAL ELECTRIC COMPANY,784
786,91100804,POSTAGE WATER RESOURCES                           ,CLOSED,GS   (GEN SERV),,2012/06/28 00:00:00+00,24000,22560.42,3204,MAIL MANAGEMENT SERVICES,785
787,91600207,CRY WOLF SOFTWARE LICENSE RENEWAL                 ,CLOSED,GS   (GEN SERV),,2016/09/02 00:00:00+00,7430,15232,23651,"RAMUNDSEN SUPERIOR HOLDINGS, LLC",786
788,92100236,SERVER REPLACEMENT                                ,CLOSED,GS   (GEN SERV),,2022/01/06 00:00:00+00,22344.8,20882.99,18619,"UNIFIED TECHNOLOGY SYSTEMS, INC.",787
789,91700328,SERVICE AGREEMENT- AUDIO VISUAL BROADCAST SYSTEM  ,CLOSED,GS   (GEN SERV),,2021/04/15 00:00:00+00,13575,42701,18619,"UNIFIED TECHNOLOGY SYSTEMS, INC.",788
790,92100134,MASTER ON-CALL DISTRIBUTION                       ,POSTED,PRO  (PRO SERVIC),MASTER ON CALL,2021/08/20 00:00:00+00,1,1,12819,W.K. DICKSON & CO. INC.,789
791,92000449,PREV MAINTENANCE PLAN GYM EQUIP (9 WALDEN RIDGE)  ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,600,1200,27572,PROMAXIMA MANUFACTURING LLC,790
792,91300118,RECYCLING COLLECTION AT VARIOUS PARK FACILITIES   ,CLOSED,GS   (GEN SERV),,2012/09/07 00:00:00+00,1540,1540,11254,WASTE PRO,791
793,91200089,DR MARTIN - END 2011 CONTRACT                     ,CLOSED,PRO  (PRO SERVIC),,2013/10/11 00:00:00+00,28927.49,30983.58,1694,ASHEVILLE ADDICTION CONSULTANT,792
794,91500128,REC PARK POOL PUMP REPLACEMENT                    ,CLOSED,GS   (GEN SERV),,2015/06/04 00:00:00+00,13250,13250,13352,"LEGACY COMMERCIAL POOL SERVICES, INC.",793
795,91500298,ANNUAL FLOW TESTING AT VENTURI METERS-WATER PLANTS,CLOSED,GS   (GEN SERV),,2015/08/14 00:00:00+00,16250,16250,19034,"HYDROMAX USA, LLC",794
796,91700134,FACILITATED FORUM:APD DE-ESCALATION POLICY        ,CLOSED,GS   (GEN SERV),,2017/10/03 00:00:00+00,15135.5,15135.5,25558,"VERA INSTITUTE OF JUSTICE, INC.",795
797,91000284,WEED & SEED RESOURCE PROVIDER                     ,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,3000,3000,8747,SOLID ROCK MISSIONARY BAPTIST,796
798,91000354,PARK SECURITY SERVICE CONTRACT                    ,CLOSED,GS   (GEN SERV),,2010/08/11 00:00:00+00,44593.08,44593.08,5977,G4S SECURE SOLUTIONS (USA) INC,797
799,91900380,YWCA WNC EMPOWERMENT CHILD CARE FY 18-19          ,CLOSED,HUD (GEN SERV-HUD),CDBG,2019/06/28 00:00:00+00,21805,21805,2926,Y W C A,798
800,91700422,INSPECTION AND TESTING FOR TIGER VI               ,POSTED,PRO  (PRO SERVIC),,2021/08/20 00:00:00+00,854841,983969,12773,"SEPI ENGINEERING & CONSTRUCTION, INC.",799
801,92000333,PROPERTY TAX BILLING FEE                          ,CLOSED,GS   (GEN SERV),,2021/05/28 00:00:00+00,815000,815000,416,BUNCOMBE COUNTY FINANCE DEPT,800
802,91100389,PAYMENT FOR LOST REVENUE FY 2010-11               ,CLOSED,GENERAL,,2010/09/02 00:00:00+00,148986.96,148986.96,2340,SKYLAND VOLUNTEER FIRE DEPT,801
803,91300308,JULY 4TH FIREWORKS                                ,CLOSED,GS   (GEN SERV),,2013/06/18 00:00:00+00,15000,15000,2014,"PYROTECNICO FIREWORKS, INC.",802
804,91500112,MOTOR CONTROL CLEANINGIN ALL WATER PLANTS         ,CLOSED,GS   (GEN SERV),,2015/06/09 00:00:00+00,21800,21800,1650,"BOLTON CONSTRUCTION AND SERVICE OF WNC, INC.",803
805,91900137,RIGHT FAX                                         ,CLOSED,GS   (GEN SERV),,2019/06/04 00:00:00+00,12740,12740,27392,DYNAMIC SOLUTIONS GROUP LLC,804
806,91900120,FACILITATION TRAINING FOR STAFF                   ,CLOSED,GS   (GEN SERV),,2019/06/13 00:00:00+00,7900,7900,28462,"OSTA, KATHLEEN",805
807,91400175,SKYVIEW PLACE FENCE AND INSTALLATION              ,CLOSED,CON  (CONSTUCT/R),,2014/04/15 00:00:00+00,5500,3646.35,193,ASHEVILLE CONTRACTING COMPANY,806
808,92100074,GENERAL MAINTENANCE ON 35 PUMPS                   ,CLOSED,GS   (GEN SERV),,2020/07/14 00:00:00+00,18845.35,18845.35,3385,CUMMINS ATLANTIC LLC,807
809,91300114,WATER RESOURCES POSTAGE FOR FY 2012-13            ,CLOSED,GS   (GEN SERV),,2014/01/13 00:00:00+00,120000,207387.03,3204,MAIL MANAGEMENT SERVICES,808
810,91000602,SINGLE PRIME CONTRACT WORK FOR REID CTR RENOVATION,CLOSED,CON  (CONSTUCT/R),,2013/11/21 00:00:00+00,1868115,1939901.56,1307,H & M CONSTRUCTORS,809
811,92000334,19-20 CDBG FOR CAROLINA SMALL BUSINESS DEV. FUND  ,CLOSED,HUD (GEN SERV-HUD),CDBG,2021/06/07 00:00:00+00,90960,90960,20617,CAROLINA SMALL BUSINESS DEVELOPMENT FUND,810
812,91600208,ADVERTISING CONTRACT                              ,CLOSED,GS   (GEN SERV),,2018/06/07 00:00:00+00,25567,58036.92,23652,LINKEDIN CORPORATION,811
813,91800439,LEXINGTON AVENUE PUBLIC ART PROJECT               ,CLOSED,GS   (GEN SERV),,2019/06/10 00:00:00+00,40000,40000,28864,"CORON, BEATRICE     ",812
814,91200046,PREVENTATIVE MAINTENANCE HVAC WATER PRODUCTION PLA,CLOSED,GENERAL,,2013/05/30 00:00:00+00,14069,3707.3,1684,MCNUTT SERVICE GROUP INC,813
815,91300137,RADIO SYSTEM MAINT FOR AUG 2012 TO JULY 2013      ,CLOSED,LW   (DON'T USE),,2012/09/17 00:00:00+00,147163.92,147163.92,11516,"MOTOROLA SOLUTIONS, INC.",814
816,91000194,AVT PHONE EXPRESS MAINTENANCE - SERVER (HARDWARE) ,CLOSED,GS   (GEN SERV),,2010/01/21 00:00:00+00,969,969,2533,SOUTHEASTERN TELECOM INC,815
817,91100669,PAINTING FOR NEW HS FACILITY - W STEWART PAINTING ,CLOSED,CON  (CONSTUCT/R),,2012/06/28 00:00:00+00,4000,3955,10873,WILLIAM A STEWART SUPERIOR PAINTING INC.,816
818,91900442,ART TRANSIT SOLAR PV SYSTEM .                     ,CLOSED,CON  (CONSTUCT/R),,2021/06/08 00:00:00+00,134963.58,138801.38,10981,"SUNDANCE POWER SYSTEMS, INC.",817
819,91700048,CIVIC CENTER GARAGE RESTORATION PROJ: 288-001 2016,POSTED,PRO  (PRO SERVIC),,2021/08/20 00:00:00+00,57000,92280,25120,WALTER P. MOORE & ASSOCIATES,818
820,91700118,CLEANING SERVICE 5 DAY/WK AT 200 BINGHAM RD       ,CLOSED,GS   (GEN SERV),,2018/05/24 00:00:00+00,22494,21463.03,10038,"CLEAN ENVIRONMENTS OF ASHEVILLE, INC.",819
821,92100306,INTERLOCAL AGREEMENT FOR WIRELESS SERVICES        ,CLOSED,GS   (GEN SERV),,2021/04/15 00:00:00+00,50000,50000,1203,HOUSING AUTHORITY OF THE CITY OF ASHEVILLE,820
822,92100278,SURVEYING SERVICES FOR TALBERT LOT                ,CLOSED,PRO  (PRO SERVIC),,2021/07/13 00:00:00+00,4000,4000,35996,"TURNER LAND SURVEYING, PLLC",821
823,91600102,APPLICANT  TRACKING                               ,CLOSED,GS   (GEN SERV),,2021/06/08 00:00:00+00,15000,80805,13246,GOVERNMENT JOBS.COM INC.,822
824,91500318,SMART START - EMPLOYEEMENT SCREENING              ,CLOSED,GS   (GEN SERV),,2018/06/07 00:00:00+00,8000,18331,15253,SMARTSTART  EMPLOYMENT SCREENING INC.,823
825,91700264,ANALYTICS DASHBOARD MOBILE APPLICATION            ,CLOSED,GS   (GEN SERV),SERVICE,2017/06/01 00:00:00+00,9468,9468,26655,CITYGOVAPP INC,824
826,92200279,CUMMINS TRUCK DIAGNOSTIC SVCS AND REPAIRS         ,POSTED,GS   (GEN SERV),,2021/12/23 00:00:00+00,89999,89999,32152,CUMMINS INC,825
827,91100548,RADIO DISPATCHERS                                 ,CLOSED,GENERAL,,2012/02/21 00:00:00+00,89557.08,316299,291,COUNTY OF BUNCOMBE,826
828,91400311,CODE RED SERVICES AGREEMENT 183 DAY EXTENSION     ,CLOSED,GENERAL,,2015/08/04 00:00:00+00,7537.26,7537.26,8283,EMERGENCY COMMUNICATIONS NETWO,827
829,91600112,PREVENTATIVE MAINT. TRIANGLE PARK MURAL           ,CLOSED,CON  (CONSTUCT/R),,2016/05/17 00:00:00+00,10344,10344,585,CAROLINA CORNERSTONE CONSTRUCT,828
830,91200256,STUDY EXISTING PARKING RATE STRUCTURE & 5 YR PLAN ,CLOSED,GENERAL,,2014/06/02 00:00:00+00,25000,21000,4574,KIMLEY-HORN AND ASSOCIATES,829
831,91000636,SUMMER CAMP FACILITATOR 6/7/10 TO 6/11/10         ,CLOSED,INS  (INSTRUCTOR),,2010/06/17 00:00:00+00,350,350,3723,CARLTON BURKE,830
832,91100358,                                                  ,CLOSED,GS   (GEN SERV),,2010/08/26 00:00:00+00,11510.27,11510.27,1380,INTERNATIONAL PERSONNEL MANAGE,831
833,92000422,MANAGEMENT AND MAINTENANCE OF EV CHARGING STATIONS,CLOSED,GS   (GEN SERV),,2020/04/09 00:00:00+00,6550,6550,33149,CHARGEPOINT INC.,832
834,91500235,TRANSIT GARAGE FUEL TANK INSTALLATION             ,CLOSED,CON  (CONSTUCT/R),,2016/05/18 00:00:00+00,98000,83907.52,2300,SOUTHERN PUMP & TANK CO,833
835,91800139,NORTH FORK SPILLWAY & EMBANKMENT IMPROVEMENTS PROJ,POSTED,CON  (CONSTUCT/R),,2021/08/20 00:00:00+00,34928000,40167200,8966,"PHILLIPS & JORDAN, INC.",834
836,92000329,ENGINE REPLACEMENT 381                            ,CLOSED,GS   (GEN SERV),,2020/06/17 00:00:00+00,46736.45,46736.45,32152,CUMMINS INC,835
837,91100450,TRAFFIC ANALYSIS OF INTERSECTIONS OF HAYWOOD ST AT,CLOSED,GENERAL,,2012/06/28 00:00:00+00,15000,13445,1754,MATTERN & CRAIG,836
838,91800355,REPAIR OF LADDER 10                               ,CLOSED,GS   (GEN SERV),,2018/08/14 00:00:00+00,24073.44,24073.44,7342,CAROLINA TRACTOR & EQUIPMENT COMPANY,837
839,91300207,TRAFFIC SIGNAL UPGRADE COLLEGE & MARKET STREETS   ,CLOSED,CON  (CONSTUCT/R),,2014/06/02 00:00:00+00,95565,76425,3962,GREEN LIGHT ELECTRIC CO,838
840,92100476,ART STATION COXE AVE STORAM DRAINAGE REPAIRS -    ,POSTED,RISK - HR / INS,,2021/09/07 00:00:00+00,16000,25148.5,12971,T. P. HOWARDS PLUMBING CO INC,839
841,91400183,SLUDGE REMOVAL FOR 3 WATER PLANTS                 ,CLOSED,GS   (GEN SERV),,2013/12/03 00:00:00+00,28220,28220,18031,"BIO-NOMIC SERVICES, INC.",840
842,91400244,ENGINEERING CONSTRUCTION ADMIN - CTS WL PROJECT   ,CLOSED,PRO  (PRO SERVIC),,2015/08/04 00:00:00+00,155000,155000,12339,"ELLUM ENGINEERING, INC.",841
843,91800419,YEAR 2 BOND RESURFACING STORMWATER IMPROVEMENTS   ,CLOSED,CON  (CONSTUCT/R),,2018/12/13 00:00:00+00,375503.75,225189.4,10485,"PATTON CONSTRUCTION GROUP, INC.",842
844,91100481,"FIBER OPTIC ASSESSMENT, NEGOTIATION & RFP SERVICES",CLOSED,GS   (GEN SERV),,2011/01/28 00:00:00+00,14800,15700,11202,ELERT & ASSOCIATES,843
845,91500169,SUNSET DRIVE RETAINING WALL EVALUATION            ,CLOSED,PRO  (PRO SERVIC),,2015/06/16 00:00:00+00,6348,6348,2418,S&ME,844
846,91200043,BRUSH AND LEAF DISPOSAL FOR THE COA               ,CLOSED,GENERAL,,2013/10/11 00:00:00+00,69400,47271,1244,HENSONS INC,845
847,91900361,SPRING FY 19 MEDIAN MAINT                         ,CLOSED,GS   (GEN SERV),,2020/05/04 00:00:00+00,24260,23349.96,13811,PINNACLE LANDSCAPE LLC.,846
848,91000330,ARRA PROJECT: NORTH FORK WTP PUMPING SYSTEMS      ,CLOSED,CON  (CONSTUCT/R),,2011/01/03 00:00:00+00,328474,331635,5000,HICKORY CONSTRUCTION CO,847
849,91200220,SCBA SERVICE AND MAINTENANCE                      ,CLOSED,GENERAL,,2012/01/09 00:00:00+00,9345.4,9345.4,5823,"MUNICIPAL EMERGENCY SERVICES, INC.",848
850,91500103,EMERGENCY & SCHEDULED TRAFFIC SIGNAL MAINT        ,CLOSED,GS   (GEN SERV),,2016/06/24 00:00:00+00,25000,24727,1188,M B HAYNES CORPORATION,849
851,91000475,WEED & SEED RESOURCE PROVIDER. SEE ADD'L DESC     ,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,2272.96,2272.96,9012,GREEN OPPORTUNITIES INC,850
852,91600246,RELOCATE PARK MAINTENANCE TO ARMORY SITE          ,CLOSED,PRO  (PRO SERVIC),,2017/04/03 00:00:00+00,42500,17569.5,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",851
853,91300070,MARK A. LEWIS CONTRACT                            ,CLOSED,GENERAL,,2012/07/18 00:00:00+00,28000,28000,12674,"LEWIS, MARK A.",852
854,91700096,DESIGN SERVICES-GROVE FOUNTAIN                    ,CLOSED,PRO  (PRO SERVIC),,2019/06/14 00:00:00+00,25000,10475,25306,"2301 STUDIO, PLLC   ",853
855,91200145,UPGRADE EXISTING FUEL DISPENSOR TO 3600 PSI       ,CLOSED,GS   (GEN SERV),,2011/12/15 00:00:00+00,8535,7795.45,8474,"TULSA GAS TECHNOLOGIES, INC",854
856,92100304,REPAIR OF NORTH FORK ADMIN BUILDING               ,POSTED,CON  (CONSTUCT/R),,2021/09/14 00:00:00+00,55305,69881.53,585,CAROLINA CORNERSTONE CONSTRUCT,855
857,92000236,UPGRADE RADIO AT THE GOLF COURSE                  ,CLOSED,GS   (GEN SERV),,2020/04/23 00:00:00+00,17932.05,16719.86,4189,SMITH TURF & IRRIGATION,856
858,91200144,OTIS SERVICE ELEVATOR CITY HALL                   ,CLOSED,GS   (GEN SERV),,2011/09/26 00:00:00+00,6572,6572,1964,OTIS ELEVATOR COMPANY,857
859,91700233,BOUNTIFUL CITIES  CITIES COMM.GARDEN  SPF FY 16-17,CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2018/06/07 00:00:00+00,11000,11000,26385,BOUNTIFUL CITIES PROJECT INC,858
860,91000388,ADD'L SERVICES FOR SPLASH PARK @ LIVINGSTON       ,CLOSED,CON  (CONSTUCT/R),,2013/11/21 00:00:00+00,113246.9,151659.08,4335,MATHEWS ARCHITECTURE,859
861,91700366,DESIGN ACCESS ROAD DINGLE CREEK WETLAND REHAB     ,POSTED,PRO  (PRO SERVIC),,2021/08/20 00:00:00+00,37300,37300,1706,MCGILL ASSOCIATES PA,860
862,91800222,HOMEWARD BOUND TBRA - ASHEVILLE FY 17-18          ,CLOSED,HUD (GEN SERV-HUD),HOME,2021/06/11 00:00:00+00,55000,55000,1211,HOMEWARD BOUND,861
863,91100440,INTERIM FINANCE DIRECTOR-KAI NELSON               ,CLOSED,GS   (GEN SERV),,2011/05/18 00:00:00+00,46750,88000,11135,"EXECLINK, LLC",862
864,92000094,ASHEVILLE BUNCOMBE FOOD POLICY COUNCIL ACTION PLAN,CLOSED,GS   (GEN SERV),,2020/08/21 00:00:00+00,31500,30775,26385,BOUNTIFUL CITIES PROJECT INC,863
865,91700300,SLUDGE REMOVAL FROM WATER PLANTS                  ,CLOSED,GS   (GEN SERV),,2017/05/10 00:00:00+00,48002,49876.8,8364,"EMA RESOURCES, INC",864
866,91500300,2015 WATER RATE MODEL UPDATE                      ,CLOSED,GS   (GEN SERV),,2017/05/10 00:00:00+00,23880,36380,11194,"RAFTELIS FINANCIAL CONSULTANTS, INC.",865
867,92100487,REPAIR WATER DAMAGE 100 COURT PLAZA               ,CLOSED,GS   (GEN SERV),,2021/06/30 00:00:00+00,4845.5,4845.5,4368,FIRST RESTORATION SERVICES,866
868,91200070,"RENEWAL OF CLOSED CONTRACT 91100162, AUTO AID FY12",CLOSED,GENERAL,,2011/07/19 00:00:00+00,79993.7,79993.7,4080,REEMS CREEK VALLEY FIRE DEPT,867
869,91500189,POSTAGE - WATER RESOURCES Y1 OF MULTI-YR CONTRACT ,CLOSED,GS   (GEN SERV),,2016/06/08 00:00:00+00,250000,249290.95,3204,MAIL MANAGEMENT SERVICES,868
870,91000376,SEE ADD'L DESC                                    ,CLOSED,PRO  (PRO SERVIC),,2010/03/09 00:00:00+00,2083.94,2083.94,1961,OFFICE ENVIRONMENT OF ASHE,869
871,91700125,CO-1 VOLLEYBALL COURT CONSTRUCTION                ,CLOSED,CON  (CONSTUCT/R),,2017/03/24 00:00:00+00,5800,10774,5260,"B ALLEN CONSTRUCTION, INC.",870
872,92200161,KACE AND QUEST LICENSE RENEWAL                    ,CLOSED,GS   (GEN SERV),,2021/12/20 00:00:00+00,16406.42,16406.42,4657,SOFTWARE HOUSE INTERNATIONAL,871
873,91100339,EMERGENCY REPAIRS FOR NORTH FORK WTP FISCAL YEAR  ,CLOSED,GENERAL,,2012/06/29 00:00:00+00,10000,3970.26,2664,THE PERKINSON COMPANY,872
874,91600165,URBAN TRAIL HISTORY DOCUMENTARY                   ,CLOSED,GS   (GEN SERV),,2016/06/10 00:00:00+00,25000,25000,23073,"THE HISTORY BOUTIQUE, LLC",873
875,92100457,NUTRITION GRANT COMMUNITY PROJECT 2021            ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,20000,20000,33707,"THOMAS LEE PRIESTER, JR.",874
876,91000023,EMERGENCY GENERATOR REPAIR FOR STATIONS 7 & 10    ,CLOSED,GENERAL,,2012/06/28 00:00:00+00,3616.04,1099.39,3385,CUMMINS ATLANTIC LLC,875
877,92000434,FY 20 ASPHALT RESURFACING                         ,POSTED,CON  (CONSTUCT/R),,2021/08/20 00:00:00+00,2288384.14,2288384.14,2761,APAC ATLANTIC INC,876
878,91100237,DEVELOPMENTAL ASSOC HR DIRECTOR RECRUITMENT       ,CLOSED,GS   (GEN SERV),,2010/07/23 00:00:00+00,15500,15500,10877,DEVELOPMENTAL ASSOCIATES,877
879,92200081,DEPOT STREET BRIDGE WATER LINE REPLACEMENT        ,POSTED,PRO  (PRO SERVIC),SUPPLMNTL ON CALL,2021/08/20 00:00:00+00,12700,12700,36050,"SUMMIT ENGINEERING GROUP OF N.C., INC.",878
880,91900467,EMERGENCY AUMA  ACTUATOR FOR WILLIAM DEBRUHL  (4) ,CLOSED,CON  (CONSTUCT/R),,2019/08/01 00:00:00+00,22815,22815,2664,THE PERKINSON COMPANY,879
881,91600229,FY16 ANNUAL PAVING CONTRACT                       ,CLOSED,CON  (CONSTUCT/R),,2019/03/27 00:00:00+00,2004517.6,1915081.64,11820,ROGERS GROUP,880
882,91800363,SALVATION ARMY EMERGENCY SOLUTIONS  2018          ,CLOSED,HUD (GEN SERV-HUD),ESG,2018/09/07 00:00:00+00,20366,27866,16679,THE SALVATION ARMY & GEORGIA CORPORATION,881
883,91200141,PRIVATE CONTRACTOR TO DELIVER SERVICES TO AMBCA   ,CLOSED,GS   (GEN SERV),,2011/09/26 00:00:00+00,10000,10000,4317,DEE WILLIAMS AND COMPANY,882
884,91900149,SUSTAINABILITY GREENWORKS WASTE REDUCTION         ,CLOSED,GS   (GEN SERV),,2020/06/15 00:00:00+00,30000,28000,2142,ASHEVILLE GREENWORKS,883
885,91200082,BELE CHERE ELECTRICAL CONNECTIONS                 ,CLOSED,GS   (GEN SERV),,2012/06/27 00:00:00+00,17000,15280.39,1188,M B HAYNES CORPORATION,884
